%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, -1527.0711811865785, -4628.48748308271, -2042.2341873924956, -10502.570629426316, -925.0939995162487, -55.991119860544195, -5827.01037252073, -1905.7320840039354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645921520094872E9, 0.0, 2022-02-27 11:25:20.094
24.0, -1477.1373840734225, -4573.770412656118, -1934.1187994621755, -10380.351290744698, -847.2428735784142, 52.772468658979975, -5596.58623893097, -1577.250847488743, -1681.7229010728481, -6422.237327365557, -4479.580161521454, -3069.207438136034, -4046.0457260663184, -2945.9375674650155, -9895.363139553445, -14573.739716260401, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645921520094875E9, 0.0, 2022-02-27 11:25:20.094
0.0, -579.3795680260143, -2182.960770483109, -898.2048509365143, -5107.530070248851, -299.1110443009191, 91.68685575566957, -2880.312845744234, -875.473126825467, -2358.399612712814, -3707.9308876908885, -2222.411599446726, -1636.5947290175832, -1931.8836250166448, -1495.4881662712296, -5183.9953880304565, -7947.877996906996, 0.016, -0.108, 0.976, 192.0, 0.0, 64.0, 126.0, 80.0, 15.0, 64.0, 0.0, 0.0, 0.0, 1.645921520192186E9, 0.0, 2022-02-27 11:25:20.192
2.0, -1854.0772025677209, -4888.550029820208, -2255.2239603071166, -10709.301913893452, -1203.5743836849194, -246.67385180876875, -5958.729202595854, -1950.5696833812815, -3782.8315833606225, -7225.871947511667, -4581.593523215476, -3311.5897550093837, -3993.2509056628833, -3093.570839592319, -10280.03666162928, -15558.669335683506, 0.016, -0.108, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645921520199421E9, 0.0, 2022-02-27 11:25:20.199
4.0, -1184.0166072865256, -4365.139229910282, -1744.3748407810738, -10149.301308310189, -574.6409982014893, 243.58931107393636, -5559.661157090803, -1466.2073810347774, -1719.3185352466746, -6183.230123904958, -4332.796255683453, -3066.9275602015928, -3840.610842777591, -2817.057408935715, -9838.23208072568, -14385.985062835822, 0.016, -0.108, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645921520205769E9, 0.0, 2022-02-27 11:25:20.205
6.0, -1522.6455357844277, -4635.617689563953, -2057.5674840888364, -10491.908847321136, -921.1377407476593, -51.319605269385015, -5906.292010103704, -1911.5658893067707, -4541.002755284638, -7104.725492563903, -4309.483386216568, -3240.9358907861583, -3674.3138640301067, -2857.2011419774467, -10270.358356280132, -15621.097757947178, 0.016, -0.108, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645921520213583E9, 0.0, 2022-02-27 11:25:20.213
8.0, -1609.7279321823041, -4693.419300725377, -2046.3916118611828, -10477.179047725087, -964.9024563911506, -29.52665442546063, -5735.010592342686, -1673.1845346909208, -1931.5930523387258, -6588.266085179578, -4580.878267392906, -3189.0574919053906, -4079.1039561157177, -3045.313423313311, -9976.656434137396, -14718.176688930595, 0.014, -0.106, 0.972, 192.0, 0.0, 56.0, 126.0, 88.0, 15.0, 48.0, 0.0, 0.0, 0.0, 1.64592152022194E9, 0.0, 2022-02-27 11:25:20.221
10.0, -1049.6155678767643, -4267.640920596233, -1694.2175262233648, -10100.820374586627, -471.44299405133654, 305.5930501929582, -5631.522015514614, -1585.7221586373043, -3148.354965252276, -6464.9738627641045, -4185.744128911988, -3098.8682030282266, -3625.631764606448, -2692.4911370862887, -9999.835193137551, -14880.629167631767, 0.014, -0.106, 0.972, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645921520228849E9, 0.0, 2022-02-27 11:25:20.228
12.0, -1857.8769991251231, -4878.379986093043, -2260.92365514322, -10711.894716250268, -1209.944630854682, -245.15393318580786, -5956.806952572698, -1955.621177628181, -3809.720731940357, -7213.422025850061, -4584.298084294568, -3322.2738888590206, -3999.5988010881906, -3096.722435560517, -10290.698443734462, -15559.965736861914, 0.014, -0.106, 0.972, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645921520236394E9, 0.0, 2022-02-27 11:25:20.236
14.0, -1187.7046451216513, -4371.934160224696, -1745.335965792652, -10149.211901332368, -577.6361319585004, 237.59904355991407, -5562.5445321255365, -1470.5659712035622, -1725.9346516054454, -6186.649940806621, -4336.663107474221, -3070.8391154812716, -3848.0539736812084, -2812.520004811288, -9843.70825811723, -14379.994795321798, 0.014, -0.106, 0.972, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645921520244403E9, 0.0, 2022-02-27 11:25:20.244
