%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
252.0, -3617.562784858082, -6292.910133947151, -1509.4356548113412, -10806.308484829484, -1303.4643296556867, 355.2139228837398, -5150.534826580862, -2497.583925436011, -2615.131749526471, -7500.932514778676, -4213.102664125284, -2712.1830239514143, -4715.12284459148, -3759.0716790046313, -10605.880392298746, -13709.554220384864, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645920539071346E9, 0.0, 2022-02-27 11:08:59.071
254.0, -3287.6063332088393, -6062.86598001313, -1338.3330510059657, -10624.633505896749, -1029.6107565892646, 586.4427192738914, -5158.8720272626915, -2555.1173156639716, -4402.511346639556, -7860.728545275753, -4205.346608799292, -3051.4154495496095, -4651.867407782961, -3781.1999060153853, -11067.399211811926, -14372.79753360719, 0.004, -0.056, 0.488, 192.0, 0.0, 32.0, 126.0, 64.0, 15.0, 64.0, 0.0, 0.0, 0.0, 1.645920539071349E9, 0.0, 2022-02-27 11:08:59.071
0.0, -1827.009240032344, -3208.6599717926947, -833.0718675937495, -5434.849016052368, -701.353037518625, 187.57583946893686, -2545.9978039262064, -1281.6490270673069, -1588.4267197163965, -3903.4415964414593, -2121.0687900863636, -1368.6867199762726, -2359.628958657856, -1893.9974181648993, -5348.325413265874, -7019.252421766809, 0.006, -0.112, 0.978, 192.0, 0.0, 24.0, 126.0, 64.0, 15.0, 72.0, 0.0, 0.0, 0.0, 1.645920539176612E9, 0.0, 2022-02-27 11:08:59.176
2.0, -3292.3896065222752, -6168.522676053367, -1470.476564225741, -10671.39335529725, -1089.8934113852276, 633.8060657746871, -5088.866363628669, -2585.2474671897253, -3604.7775870296464, -7514.589430640868, -4320.100464832838, -3067.754574746439, -4745.744734495251, -3747.2476061877737, -10895.626055672892, -14102.319073953518, 0.006, -0.112, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645920539182708E9, 0.0, 2022-02-27 11:08:59.182
4.0, -3592.9311624683337, -6342.151026982192, -1618.467464264329, -10887.8700003469, -1359.321339049499, 417.55293816959124, -5109.698189461015, -2675.414404322434, -4960.343833010654, -8264.021070482859, -4388.832079032908, -3120.4599881720533, -4753.2102171433235, -3834.70998224139, -11112.281514678183, -14930.607668233833, 0.006, -0.112, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.64592053919084E9, 0.0, 2022-02-27 11:08:59.190
6.0, -3504.954696292245, -6322.101512205782, -1590.3936732284635, -10788.091813098408, -1262.3818233468323, 477.8132412210991, -5084.731290904438, -2552.971548196262, -2527.2446903282034, -7308.461643274027, -4319.698133432643, -2871.528610173298, -4797.556078142653, -3752.746135323779, -10629.595593165826, -13698.691272579585, 0.009000000000000001, -0.11, 0.982, 192.0, 0.0, 48.0, 126.0, 80.0, 15.0, 104.0, 0.0, 0.0, 0.0, 1.645920539198645E9, 0.0, 2022-02-27 11:08:59.198
8.0, -3342.5916245688945, -6177.686891280043, -1495.2646488266766, -10735.475806650617, -1151.0477842149478, 592.9470769103857, -5116.336657564242, -2653.196770333859, -5097.874116644159, -8103.088510404648, -4363.060517675939, -3227.144864457234, -4715.726341691773, -3801.3611795140723, -11191.004358649774, -14864.267690690482, 0.009000000000000001, -0.11, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.64592053920522E9, 0.0, 2022-02-27 11:08:59.205
10.0, -3697.9396579193663, -6437.2129961506125, -1697.2573634692865, -10925.555041498548, -1453.8245146065374, 335.6114429964355, -5116.627230242161, -2621.6584589074205, -3403.38836948733, -7786.677215895322, -4372.872933491818, -2897.85896514165, -4816.465653951843, -3817.0521041216975, -10777.050051337488, -14228.718188848281, 0.009000000000000001, -0.11, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645920539213239E9, 0.0, 2022-02-27 11:08:59.213
12.0, -3309.220470097121, -6193.154298443115, -1493.5212127591626, -10689.431213072683, -1112.7592459630068, 613.5106818092682, -5109.34056154973, -2586.4768131347673, -3568.1654296118536, -7518.925669065198, -4333.9808981395845, -3074.2142288940227, -4762.352080625544, -3769.621702387536, -10895.49194520616, -14091.277312192597, 0.009000000000000001, -0.11, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645920539221342E9, 0.0, 2022-02-27 11:08:59.221
14.0, -3598.4967468377054, -6353.25984397648, -1632.727877226815, -10896.96716034021, -1379.706129992739, 409.05927527657457, -5132.184044383054, -2693.4299103534117, -5009.450615578963, -8284.562323637287, -4403.830099562419, -3139.3695639812427, -4766.889484749971, -3860.459191853904, -11133.850948077554, -14960.111970914839, 0.009000000000000001, -0.11, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6459205392279E9, 0.0, 2022-02-27 11:08:59.227
16.0, -3531.2626995161418, -6351.091724764315, -1617.6851532083933, -10804.073310383954, -1296.6693993412732, 466.4585550378031, -5115.621401741672, -2552.725679007254, -2543.919091691863, -7319.369294568217, -4339.993517398062, -2887.823031881217, -4817.694999896884, -3775.857839090567, -10644.68302067316, -13712.929333797614, 0.0105, -0.111, 0.984, 192.0, 0.0, 48.0, 126.0, 64.0, 15.0, 104.0, 0.0, 0.0, 0.0, 1.645920539243002E9, 0.0, 2022-02-27 11:08:59.243
18.0, -3350.6606043172605, -6198.049330478827, -1505.7476169762156, -10742.963641043145, -1157.9991767405484, 596.0316176452181, -5118.974163409968, -2651.8333139220854, -5089.805136895792, -8097.768795224285, -4376.5386195824885, -3244.199245476633, -4731.50667327722, -3813.654638964491, -11196.838163952609, -14854.27646091896, 0.0105, -0.111, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645920539250939E9, 0.0, 2022-02-27 11:08:59.250
20.0, -3702.58882076607, -6448.567682333909, -1689.9706947768564, -10928.997210144666, -1456.3279099855317, 340.99821341016457, -5130.440608315541, -2625.23473802027, -3462.933416716268, -7814.303972042081, -4374.951645726162, -2915.5168432613427, -4820.153691786968, -3821.701266968402, -10790.394042777305, -14259.362430496507, 0.0105, -0.111, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645920539257384E9, 0.0, 2022-02-27 11:08:59.257
22.0, -3303.610182238839, -6193.3778158876685, -1483.3511690319979, -10682.725689736091, -1112.334562818356, 619.970335956852, -5121.276393088865, -2577.6925775638315, -3511.727274862203, -7500.306665933927, -4319.452264243635, -3066.1005456567464, -4757.926435223393, -3760.3233766941285, -10878.929302564777, -14062.35415486743, 0.0105, -0.111, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645920539265656E9, 0.0, 2022-02-27 11:08:59.265
24.0, -3586.180935642831, -6352.790457342918, -1623.3624963000414, -10888.697014891746, -1368.2396850871664, 422.1350457829292, -5133.189872883543, -2669.6923577418756, -5040.787761305304, -8283.645902114618, -4387.893305765785, -3142.1858837826117, -4762.262673647723, -3846.0199649357755, -11139.483587680292, -14966.035183195494, 0.0105, -0.111, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645920539273569E9, 0.0, 2022-02-27 11:08:59.273
26.0, -3536.6271181854154, -6358.199579501103, -1616.120531096522, -10806.66611274077, -1305.0736552564688, 453.7627641871887, -5113.609744740695, -2564.8626762464855, -2540.275757345648, -7332.936803452588, -4327.945927136651, -2876.4906974423766, -4820.958354587359, -3773.846182089589, -10642.850177627824, -13713.845755320282, 0.009250000000000001, -0.1125, 0.986, 192.0, 0.0, 32.0, 126.0, 56.0, 15.0, 112.0, 0.0, 0.0, 0.0, 1.645920539280543E9, 0.0, 2022-02-27 11:08:59.280
