%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 156.37280420932822, -2406.3441045694476, -1818.9626120284333, -8900.688159547826, 478.2155726212946, 755.3101486337363, -4276.402804422713, -1279.1232799438574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.64592313139103E9, 0.0, 2022-02-27 11:52:11.391
56.0, -170.0073683270655, -2665.66904373992, -2082.6014378787804, -9212.115015043619, 159.07736528842037, 537.3135849611265, -4494.913458217795, -1547.3665651519973, -3082.6408365536736, -4349.940043680674, -3424.2425470641315, -2360.143048780328, -2825.349906128634, -1708.634401397038, -7810.615934206955, -15117.244734435646, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131391033E9, 0.0, 2022-02-27 11:52:11.391
58.0, -68.93277990016698, -2584.263990433692, -1978.8893436061555, -9073.08716453161, 266.1645729737965, 646.7030223253993, -4358.187837384682, -1320.9433938197367, -1241.8629219368604, -3746.107667220553, -3430.1434076003325, -2246.4844282250915, -2903.446901255477, -1694.0610640121777, -7515.997590541553, -14386.61091168057, 0.01, -0.098, 0.98, 192.0, 0.0, 40.0, 126.0, 120.0, 15.0, 80.0, 0.0, 0.0, 0.0, 1.645923131391036E9, 0.0, 2022-02-27 11:52:11.391
0.0, 34.98048007255555, -1228.4295235192208, -925.8316070832739, -4478.820202209974, 218.37654332835, 382.2595336746614, -2152.182418368151, -628.3298883831368, -1062.244303494013, -1921.8476917562118, -1653.2244268923316, -1144.8339992563724, -1377.0909758914681, -796.5714688982331, -3806.4797289943376, -7281.371328994194, 0.012, -0.096, 0.986, 192.0, 0.0, 48.0, 126.5, 0.0, 15.0, 104.0, 0.0, 0.0, 0.0, 1.645923131517735E9, 0.0, 2022-02-27 11:52:11.517
2.0, 12.226404217052963, -2516.4711495007455, -1910.872985228656, -9026.30496338665, 380.87372551843237, 689.8195373796866, -4389.167355199737, -1350.8276761564823, -2016.8202539468116, -3871.7244710593786, -3285.684083185683, -2174.7800320124666, -2706.2598116707577, -1570.8806003189804, -7516.601087641846, -14592.179905436029, 0.012, -0.096, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131525029E9, 0.0, 2022-02-27 11:52:11.525
4.0, -191.86737440435581, -2711.0877884731044, -2104.1038160447856, -9208.695198141957, 169.40387122677222, 504.59063107855695, -4566.95313059725, -1515.6941432588271, -2292.797242736488, -4128.970697995508, -3495.9469432767564, -2399.6162294884, -2926.1115701331582, -1786.30671337923, -7742.018430473618, -14828.817823984364, 0.012, -0.096, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131532385E9, 0.0, 2022-02-27 11:52:11.532
6.0, 60.617930962792755, -2459.0495179950617, -1854.8371618792012, -8958.400363731429, 431.54513019861344, 761.2333609143926, -4304.074264058383, -1248.9484249291927, -2086.6918071141013, -3987.2159346599506, -3396.6157909173717, -2285.2647048550493, -2828.7250195413853, -1691.8035378221916, -7629.7903215635215, -14638.805644369799, 0.012, -0.096, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131540368E9, 0.0, 2022-02-27 11:52:11.540
8.0, -131.85294054185636, -2648.614662720521, -2045.2516728939622, -9156.682688794457, 236.12382842586382, 555.843181114576, -4520.394446896845, -1462.9887298332133, -2183.676026305679, -3987.2382864044057, -3368.6537586037825, -2250.0607073379406, -2794.549202269221, -1643.0543831651669, -7597.112071169862, -14711.940552227565, 0.012, -0.10200000000000001, 0.996, 192.0, 0.0, 48.0, 126.0, 104.0, 15.5, 16.0, 0.0, 0.0, 0.0, 1.645923131548447E9, 0.0, 2022-02-27 11:52:11.548
10.0, -62.674291452681004, -2582.609961343999, -1968.652244645625, -9072.37190870904, 313.10323632994135, 640.6009960891004, -4419.118692769849, -1377.1356793803786, -2266.0645563679404, -4159.324366965815, -3537.6776501748145, -2447.2477969226597, -2975.2407044459233, -1834.139446513587, -7775.903675067863, -14801.526344004435, 0.012, -0.10200000000000001, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131555029E9, 0.0, 2022-02-27 11:52:11.555
12.0, -2.503395378994391, -2533.7266962202425, -1909.3754183501505, -9023.823919752112, 377.67742606132344, 685.4162437219911, -4385.68048306471, -1337.0590015720131, -2036.1321611561968, -3885.0908142436524, -3289.7968041654594, -2168.767412753989, -2713.5017768742773, -1572.5793328975838, -7513.024808528997, -14592.157553691573, 0.012, -0.10200000000000001, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131561977E9, 0.0, 2022-02-27 11:52:11.561
14.0, -209.92758392424392, -2729.796198582196, -2108.775330635945, -9217.233564523884, 164.59824616888122, 499.2485641537385, -4572.630473688898, -1500.606715751495, -2303.436673097214, -4139.72188707851, -3508.799196338558, -2405.6735522357885, -2934.8063987262726, -1791.9393529819672, -7737.8610060049305, -14823.40870182618, 0.012, -0.10200000000000001, 0.996, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131570018E9, 0.0, 2022-02-27 11:52:11.570
16.0, 49.44205873513922, -2481.2895037280923, -1847.684603653503, -8957.550997442127, 439.6811651803452, 754.4831340888899, -4304.789519880953, -1250.490695296609, -2087.675283870135, -3994.592010330202, -3403.4554247206956, -2306.9458969766974, -2825.4393131064553, -1691.9376482889234, -7628.8515482963985, -14640.638487415134, 0.011, -0.10400000000000001, 0.995, 192.0, 0.0, 40.0, 126.0, 88.0, 15.5, 8.0, 0.0, 0.0, 0.0, 1.645923131578002E9, 0.0, 2022-02-27 11:52:11.578
18.0, -153.71294661914666, -2672.262808354236, -2041.4742280810153, -9158.336717884149, 233.82159874696717, 557.1619340374391, -4509.218574669191, -1438.4018109323754, -2182.178459427173, -3992.2003736734837, -3367.6255783588385, -2254.955739373653, -2779.998216628816, -1647.077697167122, -7587.813745476455, -14706.710244025022, 0.011, -0.10400000000000001, 0.995, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131585669E9, 0.0, 2022-02-27 11:52:11.585
20.0, -92.98325693407737, -2612.5389471696553, -1970.2168667574963, -9074.092993032098, 305.1013118149414, 649.1170107265724, -4425.958326573173, -1355.6333012143734, -2264.2987685559715, -4166.96866356953, -3546.1266095789206, -2469.241913466682, -2972.983178255937, -1834.877054080612, -7775.143715756383, -14795.334910790314, 0.011, -0.10400000000000001, 0.995, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131592653E9, 0.0, 2022-02-27 11:52:11.592
22.0, -42.937701098644865, -2567.1872576698374, -1904.1451101476086, -9019.800605750157, 380.87372551843237, 701.0848165851613, -4376.3598056268465, -1323.8491205989267, -2049.7220217850236, -3891.751634091334, -3297.5081560025405, -2191.9685234985977, -2706.706846559864, -1569.1371642514664, -7508.822680571399, -14586.144934433096, 0.011, -0.10400000000000001, 0.995, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131600563E9, 0.0, 2022-02-27 11:52:11.600
24.0, -276.49107891214834, -2793.766891213285, -2112.217499282062, -9216.518308701314, 169.0015398265767, 508.8821660139759, -4562.773354384107, -1492.2695150696654, -2318.188824437717, -4151.613015128733, -3520.9808970667004, -2424.046686178051, -2929.1961108679907, -1790.6653035480147, -7725.634601787878, -14815.719701733555, 0.011, -0.10400000000000001, 0.995, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.64592313160778E9, 0.0, 2022-02-27 11:52:11.607
26.0, -38.57911092985999, -2566.8296297585525, -1848.8021908762685, -8957.573349186581, 449.82885716305464, 767.0671662172277, -4303.671932658188, -1266.740413515617, -2112.709237660079, -4016.0049815183856, -3425.2930790535306, -2328.4482751427026, -2826.4898450958544, -1692.2952762002083, -7624.403551149792, -14634.111778034185, 0.0135, -0.10200000000000001, 0.9924999999999999, 192.0, 0.0, 64.0, 126.0, 112.0, 15.0, 120.0, 0.0, 0.0, 0.0, 1.645923131615281E9, 0.0, 2022-02-27 11:52:11.615
28.0, -285.29766622753937, -2805.680371007964, -2053.4100596201492, -9170.71958431239, 237.66609879327999, 555.3290909921039, -4506.424606612278, -1444.5038371686742, -2232.7157536406226, -4035.898034083609, -3407.210517789187, -2288.21513512315, -2790.5705917561763, -1654.6102350485605, -7580.705890739667, -14708.833659748276, 0.0135, -0.10200000000000001, 0.9924999999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131622289E9, 0.0, 2022-02-27 11:52:11.622
30.0, -252.77587804506757, -2768.0847368341374, -1987.4500617325382, -9091.169725795951, 311.31509677351676, 644.5572548576897, -4425.153663772781, -1357.1532198373343, -2324.335554162926, -4224.412646819669, -3602.900040495401, -2520.874443158441, -2988.8976203081156, -1854.814810134746, -7772.036823277095, -14793.390309022703, 0.0135, -0.10200000000000001, 0.9924999999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131636998E9, 0.0, 2022-02-27 11:52:11.636
32.0, -205.63604898882497, -2727.203396225381, -1912.5493660628042, -9027.02021920922, 396.4752431482367, 709.064389355706, -4375.041052703983, -1315.6907338727397, -2115.0114673389753, -3946.2228353289174, -3348.850113016381, -2234.6156519193237, -2710.1713669504365, -1577.183792255377, -7506.5875061258685, -14582.725117531434, 0.0135, -0.10200000000000001, 0.9924999999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645923131644921E9, 0.0, 2022-02-27 11:52:11.644
34.0, -471.5547527736131, -2965.338881652222, -2129.5848047238355, -9230.711666430434, 162.16190602325273, 514.1571777054284, -4588.299046552068, -1501.7913582076262, -2383.344159524937, -4199.40104477418, -3576.636740760415, -2470.2477419671704, -2936.2592621158674, -1794.3533413831403, -7722.7735784975985, -14813.998617410496, 0.0135, -0.10200000000000001, 0.9924999999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.64592313165286E9, 0.0, 2022-02-27 11:52:11.652
36.0, -219.15885438428575, -2726.935175291917, -1862.5932172051928, -8965.351756257029, 448.688918195834, 777.5501343667668, -4303.8730983582855, -1246.4450295501983, -2192.6167240878017, -4054.807609892799, -3489.442585640262, -2383.4559182472135, -2844.415944149011, -1684.628627852038, -7630.103245985895, -14633.7541501229, 0.012750000000000001, -0.10300000000000001, 0.99425, 192.0, 0.0, 48.0, 126.0, 96.0, 15.5, 16.0, 0.0, 0.0, 0.0, 1.645923131661154E9, 0.0, 2022-02-27 11:52:11.661
