%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
92.0, -551.551646179157, -3043.122952356691, -2045.6987077830684, -9356.641394691635, 268.4891543971484, 241.1306191838526, -4961.930806866981, -1612.9018798949576, -3261.588902662862, -4517.4663683732, -3462.0616986825107, -2707.3103436601573, -2954.63239605813, -1750.2309978283643, -8176.893970596072, -15155.689734898775, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829044706E9, 0.0, 2022-02-27 11:47:09.044
94.0, -1017.8090355168624, -3400.1697182857656, -2341.9040253047974, -9704.479241905123, -143.76642033653502, 48.59269244583756, -5011.4846243243965, -1661.7851450187143, -2280.6155420083455, -4676.521381917165, -3839.1132758990857, -2816.811539746707, -3357.299072420487, -2063.9153795141438, -8225.777235719828, -15135.617868377909, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829044708E9, 0.0, 2022-02-27 11:47:09.044
0.0, -245.10922969689724, -1504.7417884757267, -1003.6156777877425, -4648.6040530924865, 170.186182282708, 126.73439106159104, -2478.428480437813, -795.8785648201185, -1233.548072999486, -2095.9677810630537, -1704.6334391395378, -1318.708219374206, -1463.3240060000428, -846.4829142669338, -4016.4967198964027, -7390.738414614012, 0.006, -0.10200000000000001, 0.988, 192.0, 0.0, 24.0, 126.0, 104.0, 15.0, 112.0, 0.0, 0.0, 0.0, 1.645922829126419E9, 0.0, 2022-02-27 11:47:09.126
2.0, -1111.8651761847946, -3490.9401525187677, -2435.1555031723387, -9783.202085876714, -223.02570617505387, -45.82107613337948, -5123.757436723404, -1781.299922621241, -3274.262341769021, -4966.334100524677, -3830.9325374284435, -2901.5470029767757, -3290.8026326659483, -2090.1786792491293, -8341.335754553766, -15505.181611201957, 0.006, -0.10200000000000001, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829132426E9, 0.0, 2022-02-27 11:47:09.132
4.0, -578.4407947588915, -3060.423202565098, -2008.8853846651775, -9307.467556889958, 303.5143379586146, 321.37338177840496, -4797.913706053938, -1352.8840366463705, -1285.4264718802538, -4005.0526267352852, -3612.243069677719, -2675.704977000353, -3140.3530407372764, -1831.4795889234053, -7928.655496675432, -14457.197720670429, 0.006, -0.10200000000000001, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829138898E9, 0.0, 2022-02-27 11:47:09.138
6.0, -797.8231665877303, -3247.686117611661, -2236.2696810090165, -9549.93928074113, 54.448849493128, 101.65573378273652, -5078.942189090513, -1731.299070274719, -3778.1824205139187, -4806.787348602695, -3583.610485030471, -2815.381028101567, -3035.858635408716, -1866.0577375957655, -8282.885942803137, -15451.783293698229, 0.008, -0.10300000000000001, 0.989, 192.0, 0.0, 40.0, 126.0, 96.0, 15.0, 120.0, 0.0, 0.0, 0.0, 1.645922829147013E9, 0.0, 2022-02-27 11:47:09.147
8.0, -943.5565404363324, -3346.99491822659, -2276.3240070729266, -9610.557211703923, -41.19426503113092, 116.4749403566051, -4936.293355976743, -1526.6912015308383, -1625.1059323675554, -4411.250878721581, -3833.8382642076335, -2795.21975460288, -3340.42350535673, -2037.6967832680684, -8088.001082897316, -14829.622486784756, 0.008, -0.10300000000000001, 0.989, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829155062E9, 0.0, 2022-02-27 11:47:09.155
10.0, -437.7365634127335, -2959.1698001825575, -1948.3792124246613, -9228.722361173912, 407.6958188648008, 340.17119886531816, -4846.171122332946, -1437.6865551098056, -2453.5733406035115, -4236.594347547812, -3481.127736702888, -2690.479480085311, -2969.563361354275, -1743.8831024030571, -8034.267489226758, -14800.811088181865, 0.008, -0.10300000000000001, 0.989, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829168637E9, 0.0, 2022-02-27 11:47:09.168
12.0, -1113.653315741219, -3494.6952455872593, -2441.972785231207, -9785.817239977985, -215.2025956156964, -33.97465157206673, -5123.48921578994, -1773.946198695445, -3291.607295466339, -4971.31853953821, -3833.011249662787, -2902.351665777167, -3289.260362298532, -2081.997940778487, -8340.620498731196, -15504.712224568395, 0.008, -0.10300000000000001, 0.989, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829176725E9, 0.0, 2022-02-27 11:47:09.176
14.0, -580.8547831600646, -3067.106374157235, -2015.4791492794932, -9312.116719736663, 295.78063437707834, 320.5687189780139, -4796.2820287087, -1356.616777970407, -1276.8881054983265, -4015.9826297739305, -3615.3276104125516, -2679.393014835479, -3133.267537744944, -1831.3231267122183, -7923.604002428532, -14455.543691580737, 0.008, -0.10300000000000001, 0.989, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829184684E9, 0.0, 2022-02-27 11:47:09.184
16.0, -796.1020822646716, -3249.1166292568005, -2244.4280677352035, -9550.6545365637, 55.76760241599112, 98.92882095918905, -5084.7983461378035, -1733.9365761204454, -3767.990025042299, -4812.464691694342, -3581.8446972185016, -2816.744484513341, -3033.3552400297217, -1870.9527696314776, -8284.897599804115, -15447.089427362613, 0.01, -0.10350000000000001, 0.9884999999999999, 192.0, 0.0, 48.0, 126.0, 96.0, 15.0, 112.0, 0.0, 0.0, 0.0, 1.645922829191709E9, 0.0, 2022-02-27 11:47:09.191
18.0, -928.6255751401873, -3335.7296390211154, -2269.2608558250495, -9598.71078714261, -31.538311426438266, 124.11923696032012, -4943.401210713531, -1535.54249233514, -1596.1380715534774, -4407.87576530883, -3824.674048980957, -2790.8164609451846, -3333.0697814309337, -2031.7288674985014, -8089.02926314226, -14821.106472147283, 0.01, -0.10350000000000001, 0.9884999999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829199247E9, 0.0, 2022-02-27 11:47:09.199
20.0, -432.41684823237046, -2954.25241640239, -1941.3160611767844, -9221.145119803563, 412.2555747336835, 344.23921635618404, -4845.634680466018, -1439.47469466623, -2453.8415615369754, -4234.940318458119, -3473.0811086989775, -2678.9906834352832, -2964.0648322182697, -1745.1348000925543, -8042.001192808294, -14807.203687096082, 0.01, -0.10350000000000001, 0.9884999999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829207343E9, 0.0, 2022-02-27 11:47:09.207
22.0, -1110.009981395004, -3489.4202338958066, -2441.2128259197266, -9780.117545141882, -220.45525556269357, -32.14180852673156, -5137.6825735190605, -1763.7761549682803, -3319.4128655687414, -4980.46040302043, -3823.2435373358176, -2895.3555697626557, -3281.4372517391744, -2080.9474087890876, -8347.303670323334, -15513.429404905964, 0.01, -0.10350000000000001, 0.9884999999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829215227E9, 0.0, 2022-02-27 11:47:09.215
24.0, -587.8061756856652, -3069.9673974475145, -2020.5306435263926, -9312.407292414582, 282.48134642617066, 314.35493401943853, -4816.130377785013, -1352.2134843127114, -1264.3487768588993, -4013.7251035839445, -3615.23820343473, -2676.397881078468, -3137.7155348915503, -1834.0276877913104, -7936.612717701521, -14455.543691580737, 0.01, -0.10350000000000001, 0.9884999999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829221377E9, 0.0, 2022-02-27 11:47:09.221
26.0, -787.0272740158169, -3237.493722140041, -2232.894567596265, -9539.053981191395, 70.63151247877032, 92.69268425615839, -5078.562209434773, -1739.435105256451, -3750.8909405339887, -4796.237325219789, -3578.827211717035, -2809.5248710542764, -3026.470902737487, -1861.5426852157934, -8289.323245206268, -15438.52870923623, 0.013000000000000001, -0.10475000000000001, 0.98725, 192.0, 0.0, 64.0, 126.0, 88.0, 15.0, 104.0, 0.0, 0.0, 0.0, 1.645922829228948E9, 0.0, 2022-02-27 11:47:09.228
28.0, -936.0240025548939, -3336.2437291435876, -2276.4804692841135, -9601.549458688434, -47.20688428960852, 116.34082988987326, -4959.561521954718, -1540.929262748869, -1625.0612288786447, -4412.279058966525, -3833.435932807438, -2786.1449463540253, -3340.065877445445, -2033.9193384551215, -8101.210963870402, -14838.384370611237, 0.013000000000000001, -0.10475000000000001, 0.98725, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829236892E9, 0.0, 2022-02-27 11:47:09.236
30.0, -424.5713859285577, -2944.082372675225, -1939.550273364815, -9215.02074182281, 412.6355543894237, 340.7746959656115, -4857.235235838322, -1443.7885813461044, -2426.103046667939, -4215.2931350819035, -3478.5572860905277, -2675.034424666694, -2968.2893119203227, -1737.2446342998308, -8042.2694137417575, -14793.613826467255, 0.013000000000000001, -0.10475000000000001, 0.98725, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829244005E9, 0.0, 2022-02-27 11:47:09.244
32.0, -1101.2480975685237, -3477.0373674675666, -2437.2565671511375, -9779.514048041588, -223.56214804198123, -38.914387096689595, -5144.20928290001, -1799.4271873744951, -3312.5955835098725, -4962.713117922916, -3823.5117582692815, -2890.080558071203, -3281.7054726726383, -2074.8006790638783, -8353.070420392802, -15515.329303184666, 0.013000000000000001, -0.10475000000000001, 0.98725, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829251646E9, 0.0, 2022-02-27 11:47:09.251
34.0, -566.1920387973832, -3049.5826065042743, -2009.06419862082, -9307.422853401047, 280.60379989192484, 310.8010066510447, -4823.640563921996, -1376.934513680281, -1248.032003406525, -3988.512335838358, -3604.084682951532, -2661.735136715786, -3123.276307973422, -1831.4572371789502, -7929.23664203127, -14454.314345635696, 0.013000000000000001, -0.10475000000000001, 0.98725, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829259679E9, 0.0, 2022-02-27 11:47:09.259
36.0, -765.3460818941692, -3219.25469866451, -2223.1939105026618, -9530.895594465208, 61.75786993001341, 95.50900405752708, -5098.544668977817, -1746.6547187155152, -3739.759771795246, -4777.70772906634, -3568.5901127565044, -2792.4704900348775, -3014.8703473651826, -1861.0285950933214, -8286.797498082817, -15438.774578425238, 0.0145, -0.106375, 0.987625, 192.0, 0.0, 64.0, 126.0, 80.0, 15.0, 112.0, 0.0, 0.0, 0.0, 1.645922829267604E9, 0.0, 2022-02-27 11:47:09.267
38.0, -921.8529965702292, -3321.6927435031826, -2273.8206116939323, -9604.298723256436, -47.63156743425935, 107.98127746358843, -4973.374900028098, -1561.3364054365643, -1627.9669556578347, -4407.16050948626, -3827.1550926154964, -2774.0750043481594, -3335.9978599545793, -2045.0728589383198, -8103.870821460584, -14849.359077138792, 0.0145, -0.106375, 0.987625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829274134E9, 0.0, 2022-02-27 11:47:09.274
40.0, -412.9708305562533, -2934.314660348256, -1933.2023779395079, -9217.233564523884, 409.4392549323148, 329.1294371043965, -4866.86883769856, -1455.992633818702, -2396.956371898219, -4207.1347483557165, -3467.44846909624, -2668.7312327302975, -2962.701375806496, -1749.627500728071, -8040.794198607708, -14795.06668985685, 0.0145, -0.106375, 0.987625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829289268E9, 0.0, 2022-02-27 11:47:09.289
42.0, -1087.9711613620714, -3468.387242363363, -2431.489817081668, -9780.341062586434, -225.84202597642255, -48.65974767920348, -5150.40071611413, -1794.979190227889, -3329.337040106898, -4965.194161557456, -3809.7654354292677, -2885.118470802125, -3270.4401934671637, -2079.5616006328587, -8355.260891349422, -15529.254439980323, 0.0145, -0.106375, 0.987625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829297289E9, 0.0, 2022-02-27 11:47:09.297
44.0, -562.8169253846319, -3043.055897123325, -2014.9427074125658, -9313.904859293087, 285.3200179719947, 300.67566641279063, -4820.108988298058, -1378.767356725616, -1235.492674767098, -3989.3169986387493, -3600.217831160764, -2658.494133769767, -3124.0362672849024, -1836.4863796813943, -7931.471816476801, -14458.449418359927, 0.0145, -0.106375, 0.987625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.64592282930389E9, 0.0, 2022-02-27 11:47:09.303
46.0, -747.867017730119, -3204.4578438350973, -2223.0374482914744, -9526.760521740976, 71.01149213451053, 95.9113354577226, -5099.9975323674125, -1741.6702797019816, -3719.2185186408187, -4763.939054481871, -3552.9885951267, -2786.547277754221, -3006.600201916719, -1855.84299037969, -8281.008396268893, -15433.76778766725, 0.01425, -0.10618749999999999, 0.9848125, 192.0, 0.0, 56.0, 126.0, 88.0, 15.0, 88.0, 0.0, 0.0, 0.0, 1.645922829313317E9, 0.0, 2022-02-27 11:47:09.313
48.0, -913.0464092548382, -3316.976525423113, -2275.0052541500636, -9605.908048857218, -51.14079131374256, 102.75096926104656, -4983.053205377246, -1563.6833386043716, -1627.4752172798178, -4407.406378675268, -3816.493310510315, -2772.868010147573, -3329.1805778957105, -2039.8649024802332, -8105.010760427805, -14853.002411485008, 0.01425, -0.10618749999999999, 0.9848125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.645922829320099E9, 0.0, 2022-02-27 11:47:09.320
